Alpaca successfully connected
Loaded preprocessed data with shape (23968830, 16)
Getting Numpy arrays from data!

| `step`: Number of samples, or total training steps, or running times of `env.step()`.
| `time`: Time spent from the start of training to this moment.
| `avgR`: Average value of cumulative rewards, which is the sum of rewards in an episode.
| `stdR`: Standard dev of cumulative rewards, which is the sum of rewards in an episode.
| `avgS`: Average of steps in an episode.
| `objC`: Objective of Critic network. Or call it loss function of critic network.
| `objA`: Objective of Actor network. It is the average Q value of the critic network.
|     step      time  |     avgR    stdR    avgS  |     objC      objA
| 6.90e+06     15770  |    -1.04    0.00   12345  |     1.91      0.19
| 6.92e+06     15816  |    -0.92    0.00   12345  |     1.07      0.26
| 6.94e+06     15861  |    -1.05    0.00   12345  |     0.57      0.23
| 6.96e+06     15906  |    -0.98    0.00   12345  |     0.40      0.24
| 6.98e+06     15951  |    -1.13    0.00   12345  |     0.37      0.25
| 7.00e+06     15997  |    -1.00    0.00   12345  |     0.94      0.23
| 7.02e+06     16042  |    -0.89    0.00   12345  |     0.69      0.26
| 7.04e+06     16088  |    -0.96    0.00   12345  |     0.31      0.23
| 7.06e+06     16134  |    -0.76    0.00   12345  |     0.44      0.23
| 7.08e+06     16180  |    -0.77    0.00   12345  |     0.44      0.21
| 7.10e+06     16227  |    -1.00    0.00   12345  |     1.29      0.22
| 7.12e+06     16274  |    -0.97    0.00   12345  |     0.94      0.23
| 7.14e+06     16320  |    -1.08    0.00   12345  |     0.47      0.24
| 7.16e+06     16365  |    -1.06    0.00   12345  |     0.69      0.21
| 7.18e+06     16411  |    -0.89    0.00   12345  |     0.78      0.19
| 7.20e+06     16456  |    -0.90    0.00   12345  |     0.00      0.17
| 7.22e+06     16501  |    -0.82    0.00   12345  |     0.00      0.20
| 7.24e+06     16547  |    -0.91    0.00   12345  |     0.00      0.18
| 7.26e+06     16594  |    -1.02    0.00   12345  |     0.00      0.21
| 7.28e+06     16640  |    -0.97    0.00   12345  |     0.00      0.20
| 7.30e+06     16686  |    -0.87    0.00   12345  |     0.52      0.28
| 7.32e+06     16732  |    -0.82    0.00   12345  |     0.10      0.17
| 7.34e+06     16777  |    -0.89    0.00   12345  |     0.17      0.23
| 7.36e+06     16822  |    -1.02    0.00   12345  |     0.20      0.22
| 7.38e+06     16867  |    -1.10    0.00   12345  |     0.16      0.16
| 7.40e+06     16912  |    -0.88    0.00   12345  |     0.24      0.28
| 7.42e+06     16958  |    -1.05    0.00   12345  |     0.12      0.23
| 7.44e+06     17004  |    -0.88    0.00   12345  |     0.08      0.21
| 7.46e+06     17049  |    -0.90    0.00   12345  |     0.00      0.23
| 7.48e+06     17094  |    -1.06    0.00   12345  |     0.00      0.21
| 7.50e+06     17141  |    -0.97    0.00   12345  |     0.00      0.22
| 7.52e+06     17185  |    -0.89    0.00   12345  |     0.00      0.23
| 7.54e+06     17230  |    -1.12    0.00   12345  |     0.00      0.23
| 7.56e+06     17276  |    -1.05    0.00   12345  |     0.00      0.23
| 7.58e+06     17321  |    -0.91    0.00   12345  |     0.00      0.22
| 7.60e+06     17367  |    -0.94    0.00   12345  |     0.00      0.23
| 7.62e+06     17413  |    -0.87    0.00   12345  |     1.30      0.29
| 7.64e+06     17460  |    -1.01    0.00   12345  |     0.26      0.21
| 7.66e+06     17506  |    -1.01    0.00   12345  |     0.62      0.25
| 7.68e+06     17552  |    -0.96    0.00   12345  |     0.31      0.23
| 7.70e+06     17597  |    -0.94    0.00   12345  |     1.68      0.20
| 7.72e+06     17643  |    -0.97    0.00   12345  |     0.61      0.23
| 7.74e+06     17689  |    -1.02    0.00   12345  |     0.53      0.23
| 7.76e+06     17736  |    -0.97    0.00   12345  |     0.36      0.20
| 7.78e+06     17781  |    -1.04    0.00   12345  |     0.29      0.20
| 7.80e+06     17826  |    -0.90    0.00   12345  |     0.41      0.20
| 7.82e+06     17872  |    -0.90    0.00   12345  |     0.34      0.27
| 7.84e+06     17917  |    -0.84    0.00   12345  |     0.20      0.24
| 7.86e+06     17963  |    -0.93    0.00   12345  |     0.32      0.23
| 7.88e+06     18008  |    -0.89    0.00   12345  |     0.61      0.19
| 7.90e+06     18055  |    -1.00    0.00   12345  |     0.80      0.18
| 7.92e+06     18101  |    -0.93    0.00   12345  |     0.70      0.22
| 7.94e+06     18146  |    -0.90    0.00   12345  |     0.43      0.26
| 7.96e+06     18191  |    -0.96    0.00   12345  |     0.66      0.22
| 7.98e+06     18237  |    -0.89    0.00   12345  |     0.54      0.19
| 8.00e+06     18282  |    -0.86    0.00   12345  |     0.00      0.16
| 8.02e+06     18328  |    -0.92    0.00   12345  |     0.00      0.19
| 8.04e+06     18373  |    -0.97    0.00   12345  |     0.00      0.19
| 8.06e+06     18418  |    -0.98    0.00   12345  |     0.00      0.19
| 8.08e+06     18463  |    -0.94    0.00   12345  |     0.07      0.28
| 8.10e+06     18508  |    -0.88    0.00   12345  |     0.52      0.28
| 8.12e+06     18553  |    -0.78    0.00   12345  |     0.22      0.22
| 8.14e+06     18599  |    -0.96    0.00   12345  |     0.13      0.23
| 8.16e+06     18644  |    -1.03    0.00   12345  |     0.17      0.22
| 8.18e+06     18690  |    -0.90    0.00   12345  |     0.15      0.17
| 8.20e+06     18735  |    -0.92    0.00   12345  |     0.26      0.27
| 8.22e+06     18781  |    -0.98    0.00   12345  |     0.08      0.21
| 8.24e+06     18828  |    -0.97    0.00   12345  |     0.10      0.22
| 8.26e+06     18874  |    -1.01    0.00   12345  |     0.00      0.23
| 8.28e+06     18921  |    -0.95    0.00   12345  |     0.00      0.24
| 8.30e+06     18966  |    -0.97    0.00   12345  |     0.00      0.24
| 8.32e+06     19012  |    -1.07    0.00   12345  |     0.00      0.23
| 8.34e+06     19059  |    -0.97    0.00   12345  |     0.00      0.24
| 8.36e+06     19104  |    -1.00    0.00   12345  |     0.00      0.24
| 8.38e+06     19149  |    -1.28    0.00   12345  |     0.00      0.23
| 8.40e+06     19194  |    -0.83    0.00   12345  |     0.00      0.24
| 8.42e+06     19240  |    -0.87    0.00   12345  |     0.93      0.31
| 8.44e+06     19285  |    -1.04    0.00   12345  |     0.96      0.27
| 8.46e+06     19332  |    -0.85    0.00   12345  |     0.53      0.25
| 8.48e+06     19379  |    -0.88    0.00   12345  |     0.21      0.20
| 8.50e+06     19425  |    -0.92    0.00   12345  |     2.76      0.22
| 8.52e+06     19471  |    -0.77    0.00   12345  |     0.58      0.23
| 8.54e+06     19516  |    -0.83    0.00   12345  |     0.40      0.21
| 8.56e+06     19561  |    -1.03    0.00   12345  |     0.39      0.20
| 8.58e+06     19607  |    -1.02    0.00   12345  |     0.41      0.19
| 8.60e+06     19652  |    -0.91    0.00   12345  |     0.40      0.20
| 8.62e+06     19698  |    -0.89    0.00   12345  |     0.16      0.19
| 8.64e+06     19743  |    -0.89    0.00   12345  |     0.14      0.18
| 8.66e+06     19789  |    -0.92    0.00   12345  |     0.39      0.25
| 8.68e+06     19835  |    -0.87    0.00   12345  |     0.74      0.19
| 8.70e+06     19881  |    -0.93    0.00   12345  |     0.62      0.20
| 8.72e+06     19926  |    -0.93    0.00   12345  |     0.55      0.20
| 8.74e+06     19972  |    -1.01    0.00   12345  |     0.79      0.32
| 8.76e+06     20017  |    -0.93    0.00   12345  |     0.53      0.23
| 8.78e+06     20062  |    -1.10    0.00   12345  |     0.47      0.19
| 8.80e+06     20108  |    -0.99    0.00   12345  |     0.00      0.17
| 8.82e+06     20154  |    -1.10    0.00   12345  |     0.00      0.18
| 8.84e+06     20200  |    -0.94    0.00   12345  |     0.00      0.18
| 8.86e+06     20246  |    -0.99    0.00   12345  |     0.00      0.20
| 8.88e+06     20291  |    -1.00    0.00   12345  |     0.20      0.20
| 8.90e+06     20337  |    -1.00    0.00   12345  |     0.27      0.23
| 8.92e+06     20382  |    -1.03    0.00   12345  |     0.32      0.24
| 8.94e+06     20426  |    -1.18    0.00   12345  |     0.08      0.21
| 8.96e+06     20472  |    -1.17    0.00   12345  |     0.15      0.23
| 8.98e+06     20517  |    -1.08    0.00   12345  |     0.16      0.20
| 9.00e+06     20563  |    -0.87    0.00   12345  |     0.13      0.19
| 9.02e+06     20609  |    -1.09    0.00   12345  |     0.11      0.21
| 9.04e+06     20655  |    -1.01    0.00   12345  |     0.09      0.22
| 9.06e+06     20701  |    -1.04    0.00   12345  |     0.00      0.22
| 9.08e+06     20746  |    -0.99    0.00   12345  |     0.00      0.22
| 9.10e+06     20792  |    -1.10    0.00   12345  |     0.00      0.23
| 9.12e+06     20839  |    -1.05    0.00   12345  |     0.00      0.23
| 9.14e+06     20884  |    -1.08    0.00   12345  |     0.00      0.23
| 9.16e+06     20930  |    -1.10    0.00   12345  |     0.00      0.23
| 9.18e+06     20975  |    -1.12    0.00   12345  |     0.00      0.22
| 9.20e+06     21021  |    -0.92    0.00   12345  |     0.00      0.22
| 9.22e+06     21067  |    -1.13    0.00   12345  |     0.59      0.23
| 9.24e+06     21112  |    -0.97    0.00   12345  |     1.44      0.24
| 9.26e+06     21159  |    -0.89    0.00   12345  |     0.30      0.20
| 9.28e+06     21205  |    -1.14    0.00   12345  |     0.19      0.19
| 9.30e+06     21251  |    -1.05    0.00   12345  |     3.94      0.22
| 9.32e+06     21297  |    -0.96    0.00   12345  |     0.79      0.26
| 9.34e+06     21344  |    -1.13    0.00   12345  |     0.49      0.21
| 9.36e+06     21389  |    -1.02    0.00   12345  |     0.37      0.22
| 9.38e+06     21436  |    -0.93    0.00   12345  |     0.46      0.20
| 9.40e+06     21482  |    -0.95    0.00   12345  |     0.53      0.21
| 9.42e+06     21528  |    -1.03    0.00   12345  |     0.26      0.25
| 9.44e+06     21574  |    -0.94    0.00   12345  |     0.27      0.20
| 9.46e+06     21620  |    -1.09    0.00   12345  |     0.48      0.23
| 9.48e+06     21665  |    -1.01    0.00   12345  |     0.70      0.18
| 9.50e+06     21711  |    -1.01    0.00   12345  |     0.60      0.21
| 9.52e+06     21758  |    -1.03    0.00   12345  |     0.59      0.22
| 9.54e+06     21805  |    -1.14    0.00   12345  |     0.85      0.33
| 9.56e+06     21851  |    -1.08    0.00   12345  |     0.74      0.26
| 9.58e+06     21896  |    -1.14    0.00   12345  |     0.51      0.20
| 9.60e+06     21942  |    -0.92    0.00   12345  |     0.00      0.18
| 9.62e+06     21987  |    -1.20    0.00   12345  |     0.00      0.19
| 9.64e+06     22033  |    -1.02    0.00   12345  |     0.00      0.23
| 9.66e+06     22079  |    -1.06    0.00   12345  |     0.00      0.24
| 9.68e+06     22124  |    -1.07    0.00   12345  |     0.24      0.20
| 9.70e+06     22170  |    -1.08    0.00   12345  |     0.24      0.21
| 9.72e+06     22216  |    -1.12    0.00   12345  |     0.20      0.26
| 9.74e+06     22262  |    -0.92    0.00   12345  |     0.15      0.29
| 9.76e+06     22307  |    -1.08    0.00   12345  |     0.16      0.23
| 9.78e+06     22352  |    -1.13    0.00   12345  |     0.20      0.22
| 9.80e+06     22398  |    -1.18    0.00   12345  |     0.11      0.19
| 9.82e+06     22443  |    -0.99    0.00   12345  |     0.25      0.30
| 9.84e+06     22488  |    -1.07    0.00   12345  |     0.12      0.24
| 9.86e+06     22533  |    -1.06    0.00   12345  |     0.00      0.25
| 9.88e+06     22578  |    -1.05    0.00   12345  |     0.00      0.25
| 9.90e+06     22624  |    -0.94    0.00   12345  |     0.00      0.25
| 9.92e+06     22669  |    -1.02    0.00   12345  |     0.00      0.25
| 9.94e+06     22715  |    -1.05    0.00   12345  |     0.00      0.25
| 9.96e+06     22762  |    -0.97    0.00   12345  |     0.00      0.25
| 9.98e+06     22808  |    -0.93    0.00   12345  |     0.00      0.25
| 1.00e+07     22853  |    -1.01    0.00   12345  |     0.00      0.25
| 1.00e+07     22899  |    -0.99    0.00   12345  |     0.60      0.24
| 1.00e+07     22944  |    -1.15    0.00   12345  |     0.96      0.24
| 1.01e+07     22991  |    -1.11    0.00   12345  |     0.35      0.23
| 1.01e+07     23037  |    -0.91    0.00   12345  |     0.33      0.21
| 1.01e+07     23082  |    -1.00    0.00   12345  |     3.62      0.21
| 1.01e+07     23127  |    -1.01    0.00   12345  |     0.70      0.26
| 1.01e+07     23173  |    -1.08    0.00   12345  |     1.11      0.35
| 1.02e+07     23218  |    -1.06    0.00   12345  |     0.61      0.27
| 1.02e+07     23264  |    -0.97    0.00   12345  |     0.51      0.17
| 1.02e+07     23309  |    -1.14    0.00   12345  |     0.69      0.23
| 1.02e+07     23354  |    -0.99    0.00   12345  |     0.28      0.26
| 1.02e+07     23400  |    -0.87    0.00   12345  |     0.67      0.26
| 1.03e+07     23445  |    -0.94    0.00   12345  |     0.66      0.23
| 1.03e+07     23490  |    -1.13    0.00   12345  |     0.90      0.25
| 1.03e+07     23536  |    -1.13    0.00   12345  |     0.59      0.21
| 1.03e+07     23581  |    -1.19    0.00   12345  |     0.61      0.20
| 1.03e+07     23626  |    -0.98    0.00   12345  |     0.47      0.25
| 1.04e+07     23671  |    -1.05    0.00   12345  |     0.96      0.23
| 1.04e+07     23717  |    -0.91    0.00   12345  |     0.56      0.19
| 1.04e+07     23762  |    -1.11    0.00   12345  |     0.00      0.18
| 1.04e+07     23807  |    -1.17    0.00   12345  |     0.00      0.19
| 1.04e+07     23853  |    -1.08    0.00   12345  |     0.00      0.21
| 1.05e+07     23898  |    -1.04    0.00   12345  |     0.00      0.23
| 1.05e+07     23944  |    -1.13    0.00   12345  |     0.29      0.21
| 1.05e+07     23991  |    -1.13    0.00   12345  |     0.23      0.20
| 1.05e+07     24036  |    -1.13    0.00   12345  |     0.14      0.22
| 1.05e+07     24081  |    -1.07    0.00   12345  |     0.18      0.28
| 1.06e+07     24127  |    -1.07    0.00   12345  |     0.21      0.22
| 1.06e+07     24171  |    -1.03    0.00   12345  |     0.20      0.23
| 1.06e+07     24217  |    -1.14    0.00   12345  |     0.11      0.19
| 1.06e+07     24263  |    -1.07    0.00   12345  |     0.60      0.33
| 1.06e+07     24309  |    -1.11    0.00   12345  |     0.14      0.22
| 1.07e+07     24356  |    -1.14    0.00   12345  |     0.00      0.24
| 1.07e+07     24402  |    -1.01    0.00   12345  |     0.00      0.23
| 1.07e+07     24447  |    -1.03    0.00   12345  |     0.00      0.24
| 1.07e+07     24492  |    -1.10    0.00   12345  |     0.00      0.25
| 1.07e+07     24538  |    -0.96    0.00   12345  |     0.00      0.23
| 1.08e+07     24584  |    -1.15    0.00   12345  |     0.00      0.23
| 1.08e+07     24631  |    -1.07    0.00   12345  |     0.00      0.23
| 1.08e+07     24676  |    -1.10    0.00   12345  |     0.00      0.24
| 1.08e+07     24722  |    -1.06    0.00   12345  |     0.68      0.23
| 1.08e+07     24767  |    -0.93    0.00   12345  |     1.07      0.26
| 1.09e+07     24813  |    -1.13    0.00   12345  |     0.46      0.23
| 1.09e+07     24859  |    -1.05    0.00   12345  |     0.40      0.20
| 1.09e+07     24904  |    -1.04    0.00   12345  |     2.66      0.19
| 1.09e+07     24950  |    -1.21    0.00   12345  |     0.55      0.25
| 1.09e+07     24995  |    -1.17    0.00   12345  |     1.00      0.36
| 1.10e+07     25041  |    -1.06    0.00   12345  |     0.72      0.24
| 1.10e+07     25086  |    -1.03    0.00   12345  |     0.50      0.18
| 1.10e+07     25133  |    -1.15    0.00   12345  |     0.82      0.24
| 1.10e+07     25181  |    -1.08    0.00   12345  |     0.38      0.26
| 1.10e+07     25226  |    -0.94    0.00   12345  |     0.69      0.26
| 1.11e+07     25272  |    -1.02    0.00   12345  |     0.69      0.23
| 1.11e+07     25318  |    -1.10    0.00   12345  |     1.04      0.24
| 1.11e+07     25363  |    -1.10    0.00   12345  |     0.68      0.23
| 1.11e+07     25409  |    -1.13    0.00   12345  |     0.83      0.22
| 1.11e+07     25456  |    -1.13    0.00   12345  |     0.50      0.24
| 1.12e+07     25503  |    -1.09    0.00   12345  |     0.90      0.24
| 1.12e+07     25548  |    -1.15    0.00   12345  |     0.53      0.18
| 1.12e+07     25593  |    -1.23    0.00   12345  |     0.00      0.21
| 1.12e+07     25640  |    -1.28    0.00   12345  |     0.00      0.20
| 1.12e+07     25685  |    -1.23    0.00   12345  |     0.00      0.21
| 1.13e+07     25728  |    -1.18    0.00   12345  |     0.00      0.24
| 1.13e+07     25770  |    -1.08    0.00   12345  |     0.27      0.20
| 1.13e+07     25812  |    -1.15    0.00   12345  |     0.18      0.18
| 1.13e+07     25855  |    -1.05    0.00   12345  |     0.17      0.22
| 1.13e+07     25898  |    -1.08    0.00   12345  |     0.12      0.24
| 1.14e+07     25940  |    -1.17    0.00   12345  |     0.17      0.22
| 1.14e+07     25984  |    -1.08    0.00   12345  |     0.12      0.20
| 1.14e+07     26025  |    -1.29    0.00   12345  |     0.09      0.18
| 1.14e+07     26066  |    -1.18    0.00   12345  |     0.53      0.34
| 1.14e+07     26110  |    -1.09    0.00   12345  |     0.10      0.25
| 1.15e+07     26153  |    -1.19    0.00   12345  |     0.00      0.23
| 1.15e+07     26195  |    -1.03    0.00   12345  |     0.00      0.23
| 1.15e+07     26238  |    -1.10    0.00   12345  |     0.00      0.24
| 1.15e+07     26279  |    -1.12    0.00   12345  |     0.00      0.23
| 1.15e+07     26321  |    -1.30    0.00   12345  |     0.00      0.23
| 1.16e+07     26363  |    -1.06    0.00   12345  |     0.00      0.24
| 1.16e+07     26405  |    -1.14    0.00   12345  |     0.00      0.23
| 1.16e+07     26448  |    -1.07    0.00   12345  |     0.00      0.23
| 1.16e+07     26490  |    -1.07    0.00   12345  |     0.90      0.26
| 1.16e+07     26531  |    -1.17    0.00   12345  |     1.52      0.31
| 1.17e+07     26573  |    -1.07    0.00   12345  |     0.33      0.23
| 1.17e+07     26615  |    -1.05    0.00   12345  |     0.34      0.20
| 1.17e+07     26659  |    -1.04    0.00   12345  |     2.47      0.21
| 1.17e+07     26700  |    -1.10    0.00   12345  |     0.92      0.26
| 1.17e+07     26742  |    -1.21    0.00   12345  |     0.27      0.21
| 1.18e+07     26783  |    -1.12    0.00   12345  |     0.62      0.22
| 1.18e+07     26825  |    -1.25    0.00   12345  |     0.43      0.21
| 1.18e+07     26866  |    -1.13    0.00   12345  |     0.55      0.25
| 1.18e+07     26908  |    -1.08    0.00   12345  |     0.43      0.26
| 1.18e+07     26950  |    -1.18    0.00   12345  |     0.35      0.23
| 1.19e+07     26992  |    -1.15    0.00   12345  |     0.67      0.23
| 1.19e+07     27033  |    -1.22    0.00   12345  |     1.44      0.21
| 1.19e+07     27075  |    -1.10    0.00   12345  |     0.81      0.23
| 1.19e+07     27117  |    -1.16    0.00   12345  |     0.77      0.24
| 1.19e+07     27159  |    -1.21    0.00   12345  |     0.66      0.20
| 1.20e+07     27201  |    -1.14    0.00   12345  |     0.87      0.26
| 1.20e+07     27243  |    -1.15    0.00   12345  |     0.47      0.23
| 1.20e+07     27285  |    -1.36    0.00   12345  |     0.00      0.19
| 1.20e+07     27327  |    -1.00    0.00   12345  |     0.00      0.22
| 1.20e+07     27368  |    -1.14    0.00   12345  |     0.00      0.21
| 1.21e+07     27409  |    -1.23    0.00   12345  |     0.00      0.23
| 1.21e+07     27451  |    -1.12    0.00   12345  |     0.22      0.20
| 1.21e+07     27492  |    -1.28    0.00   12345  |     0.21      0.18
| 1.21e+07     27533  |    -1.12    0.00   12345  |     0.38      0.29
| 1.21e+07     27575  |    -1.25    0.00   12345  |     0.11      0.21
| 1.22e+07     27617  |    -1.15    0.00   12345  |     0.28      0.27
| 1.22e+07     27658  |    -1.29    0.00   12345  |     0.09      0.21
| 1.22e+07     27701  |    -1.04    0.00   12345  |     0.10      0.21
| 1.22e+07     27742  |    -1.27    0.00   12345  |     0.27      0.21
| 1.22e+07     27784  |    -0.99    0.00   12345  |     0.10      0.25
| 1.23e+07     27826  |    -1.16    0.00   12345  |     0.00      0.23
| 1.23e+07     27868  |    -1.20    0.00   12345  |     0.00      0.24
| 1.23e+07     27910  |    -1.14    0.00   12345  |     0.00      0.24
| 1.23e+07     27952  |    -1.14    0.00   12345  |     0.00      0.24
| 1.23e+07     27995  |    -1.11    0.00   12345  |     0.00      0.25
| 1.24e+07     28037  |    -1.13    0.00   12345  |     0.00      0.23
| 1.24e+07     28078  |    -1.12    0.00   12345  |     0.00      0.24
| 1.24e+07     28121  |    -1.17    0.00   12345  |     0.00      0.24
| 1.24e+07     28163  |    -1.04    0.00   12345  |     0.86      0.26
| 1.24e+07     28205  |    -1.11    0.00   12345  |     1.29      0.32
| 1.25e+07     28246  |    -1.06    0.00   12345  |     0.38      0.24
| 1.25e+07     28288  |    -1.09    0.00   12345  |     0.40      0.19
| 1.25e+07     28329  |    -0.92    0.00   12345  |     1.79      0.23
| 1.25e+07     28371  |    -1.24    0.00   12345  |     1.43      0.24
| 1.25e+07     28413  |    -1.11    0.00   12345  |     0.22      0.22
| 1.26e+07     28456  |    -1.26    0.00   12345  |     0.87      0.28
| 1.26e+07     28497  |    -1.01    0.00   12345  |     0.53      0.23
| 1.26e+07     28539  |    -1.06    0.00   12345  |     0.34      0.23
| 1.26e+07     28582  |    -1.54    0.00   12345  |     0.60      0.28
| 1.26e+07     28624  |    -1.23    0.00   12345  |     0.28      0.21
| 1.27e+07     28665  |    -1.33    0.00   12345  |     0.65      0.22
